DatGeracaoConjuntoDados;IdeMdl;IdeTipMdl;DscSitLinTms;IdeLinTms;IdeSbeOri;IdeSbeDsn;NomLinTms;NumCcuLinTms;QtdTorLinTms;NumEtnLinTms;IdeOnsSbeOrigem;NomSubestacaoOrigem;NomLongoSubestacaoOrigem;SigUFSubestacaoOrigem;IdeOnsSbeDestino;NomSubestacaoDestino;NomLongoSubestacaoDestino;SigUFSubestacaoDestino
2024-07-09;29085;4;Ativa;1983;3276;3279;LT 500 kV PADRE PARAISO 2 /G.VALADARES 6 MG;1;373;215,0000000000;MGPPAR;PADRE PARAISO 2;SUB PADRE PARAISO 2;MG;MGGVA6;G.VALADARES 6;SUB GOVERNADOR VALADARES 6 MG;MG
2024-07-09;29088;4;Ativa;2002;576;3286;LT 500 kV MESQUITA /JOAO NEIVA 2 MG/ES;1;;236,0000000000;MGMESQ;MESQUITA;SUB MESQUITA    MG;MG;ESSJND;JOAO NEIVA 2;SUB JOAO NEIVA 2 ES;ES
2024-07-09;29091;4;Ativa;1979;892;3281;LT 500 kV VILA DO CONDE /MARITUBA PA;1;131;57,0000000000;PAVC;VILA DO CONDE;SUB VILA DO CONDE    PA;PA;PAMTUB;MARITUBA;SUB MARITUBA PA;PA
2024-07-09;29094;4;Ativa;1980;3281;2841;LT 230 kV MARITUBA /CASTANHAL PA;1;152;67,0000000000;PAMTUB;MARITUBA;SUB MARITUBA PA;PA;PACTH;CASTANHAL;SUB CASTANHAL PA;PA
2024-07-09;29099;4;Ativa;1997;3137;1659;LT 525 kV CURITIBA LESTE /BLUMENAU PR/SC;1;279;143,3000000000;PRCBL;CURITIBA LESTE;SUB CURITIBA LESTE PR;PR;SCBLU;BLUMENAU;SUB BLUMENAU    SC;SC
2024-07-09;29102;4;Ativa;1999;3260;3205;LT 230 kV BAIXO IGUACU /REALEZA PR;1;88;37,0900000000;;BAIXO IGUACU;SE BAIXO IGUACU;PR;PRRZS;REALEZA;SUB REALEZA PR;PR
2024-07-09;29105;4;Ativa;1998;1154;3261;LT 230 kV UBERABA /CURITIBA CENTRO PR;1;0;8,0000000000;PRUBR;UBERABA;SUB UBERABA    PR;PR;PRCPNN;CURITIBA CENTRO;SE CURITIBA CENTRO;PR
2024-07-09;29108;4;Ativa;1998;1154;3261;LT 230 kV UBERABA /CURITIBA CENTRO PR;2;0;8,0000000000;PRUBR;UBERABA;SUB UBERABA    PR;PR;PRCPNN;CURITIBA CENTRO;SE CURITIBA CENTRO;PR
2024-07-09;29116;4;Ativa;1995;3202;3224;LT 500 kV JUAZEIRO III /OUROLANDIA II BA;1;351;186,0000000000;BAJZT;JUAZEIRO III;SUB JUAZEIRO DA BAHIA III  BA;BA;BAOUR;OUROLANDIA II;SE OUROLANDIA II BA;BA
2024-07-09;29119;4;Ativa;1996;39;3223;LT 500 kV B.J.LAPA II /GENTIO DO OURO II BA;1;557;266,0000000000;BABJD;B.J.LAPA II;SUB BOM JESUS DA LAPA II   BA;BA;BAGOR;GENTIO DO OURO II;SE GENTIO DO OURO II BA;BA
2024-07-09;29122;4;Ativa;1993;3279;3287;LT 500 kV G.VALADARES 6 /MUTUM MG;1;263;143,0000000000;MGGVA6;G.VALADARES 6;SUB GOVERNADOR VALADARES 6 MG;MG;MGMTUM;MUTUM;SUB MUTUM;MG
2024-07-09;29125;4;Ativa;1994;3287;3258;LT 500 kV MUTUM /RIO NOVO DO SUL MG/ES;1;238;129,0000000000;MGMTUM;MUTUM;SUB MUTUM;MG;ESSRNS;RIO NOVO DO SUL;SUB RIO NOVO DO SUL ES;ES
2024-07-09;29128;4;Ativa;1992;2916;3286;LT 345 kV VIANA 2 /JOAO NEIVA 2 ES;1;152;77,0000000000;ESSTVD;VIANA 2;SUB VIANA 2 ES;ES;ESSJND;JOAO NEIVA 2;SUB JOAO NEIVA 2 ES;ES
2024-07-09;29135;4;Ativa;1991;2922;3285;LT 230 kV LINHARES /SAO MATEUS 2 ES;1;225;113,0000000000;ESLNR;LINHARES;SUB LINHARES  ES;ES;ESSSMD;SAO MATEUS 2;SUB SAO MATEUS 2 ES;ES
2024-07-09;29141;4;Ativa;1990;2937;3091;LT 230 kV JOAO CAMARA II /JOAO CAMARA III RN;2;20;9,0000000000;RNJC;JOAO CAMARA II;SUB JOAO CAMARA RN;RN;RNJCT;JOAO CAMARA III;SUB JOAO CAMARA II   RN;RN
2024-07-09;29142;4;Ativa;1990;2937;3091;LT 230 kV JOAO CAMARA II /JOAO CAMARA III RN;2;20;9,0000000000;RNJC;JOAO CAMARA II;SUB JOAO CAMARA RN;RN;RNJCT;JOAO CAMARA III;SUB JOAO CAMARA II   RN;RN
2024-07-09;29147;4;Ativa;1744;3148;92;LT 500 kV BARREIRAS II /RIO DAS EGUAS BA;2;496;251,0000000000;BABRD;BARREIRAS II;SUB BARREIRAS II BA;BA;BARDE;RIO DAS EGUAS;SUB RIO DAS EGUAS    BA;BA
2024-07-09;29150;4;Ativa;1989;3148;3284;LT 500 kV BARREIRAS II /BURITIRAMA BA;1;414;209,0000000000;BABRD;BARREIRAS II;SUB BARREIRAS II BA;BA;BABRT;BURITIRAMA;BURITIRAMA;BA
2024-07-09;29153;4;Ativa;1988;3284;3282;LT 500 kV BURITIRAMA /QUEIMADA NOVA II BA/PI;1;727;376,0000000000;BABRT;BURITIRAMA;BURITIRAMA;BA;PIQMN;QUEIMADA NOVA II;QUEIMADA NOVA II;PI
2024-07-09;29156;4;Ativa;2001;3282;3246;LT 500 kV QUEIMADA NOVA II /CURR.NOV PIAUI II PI;1;221;109,0000000000;PIQMN;QUEIMADA NOVA II;QUEIMADA NOVA II;PI;PICNP;CURR.NOV PIAUI II;SUB CURRAL NOVO DO PIAUI II PI;PI
2024-07-09;29159;4;Ativa;1988;3284;3282;LT 500 kV BURITIRAMA /QUEIMADA NOVA II BA/PI;2;743;372,0000000000;BABRT;BURITIRAMA;BURITIRAMA;BA;PIQMN;QUEIMADA NOVA II;QUEIMADA NOVA II;PI
2024-07-09;29162;4;Ativa;1854;3150;3091;LT 500 kV ACU III /JOAO CAMARA III RN;2;277;135,0000000000;RNACT;ACU III;SUB ACU III RN;RN;RNJCT;JOAO CAMARA III;SUB JOAO CAMARA II   RN;RN
2024-07-09;29165;4;Ativa;1712;3149;3150;LT 500 kV MILAGRES II /ACU III CE/RN;1;615;292,0000000000;CEMLD;MILAGRES II;SUB MILAGRES II CE;CE;RNACT;ACU III;SUB ACU III RN;RN
2024-07-09;29168;4;Ativa;1983;3276;3279;LT 500 kV PADRE PARAISO 2 /G.VALADARES 6 MG;2;363;215,0000000000;MGPPAR;PADRE PARAISO 2;SUB PADRE PARAISO 2;MG;MGGVA6;G.VALADARES 6;SUB GOVERNADOR VALADARES 6 MG;MG
2024-07-09;29171;4;Ativa;1982;3277;3276;LT 500 kV POCOES III /PADRE PARAISO 2 BA/MG;2;596;338,0000000000;BAPOT;POCOES III;SUB POCOES III BA;BA;MGPPAR;PADRE PARAISO 2;SUB PADRE PARAISO 2;MG
2024-07-09;29817;4;Ativa;2006;1329;3258;LT 345 kV CAMPOS /RIO NOVO DO SUL RJ/ES;1;6;2,0000000000;RJSTCM;CAMPOS;SUB CAMPOS     RJ;RJ;ESSRNS;RIO NOVO DO SUL;SUB RIO NOVO DO SUL ES;ES
2024-07-09;29818;4;Ativa;2007;3258;221;LT 345 kV RIO NOVO DO SUL /VIANA ES;1;6;2,0000000000;ESSRNS;RIO NOVO DO SUL;SUB RIO NOVO DO SUL ES;ES;ESSTAE;VIANA;SUB VIANA    ES;ES
2024-07-09;29821;4;Ativa;2006;1329;3258;LT 345 kV CAMPOS /RIO NOVO DO SUL RJ/ES;2;6;2,0000000000;RJSTCM;CAMPOS;SUB CAMPOS     RJ;RJ;ESSRNS;RIO NOVO DO SUL;SUB RIO NOVO DO SUL ES;ES
2024-07-09;29822;4;Ativa;2008;3258;223;LT 345 kV RIO NOVO DO SUL /VITORIA ES;1;6;2,0000000000;ESSRNS;RIO NOVO DO SUL;SUB RIO NOVO DO SUL ES;ES;ESSTVT;VITORIA;SUB VITORIA    ES;ES
2024-07-09;29825;4;Ativa;2009;358;3265;LT 345 kV BARREIRO 1 /BETIM 6 MG;1;31;37,0800000000;MGBARR;BARREIRO 1;SUB BARREIRO 1    MG;MG;MGBET;BETIM 6;SUB BETIM 6 MG;MG
2024-07-09;29826;4;Ativa;2010;3265;591;LT 345 kV BETIM 6 /NEVES 1 MG;1;32;19,2300000000;MGBET;BETIM 6;SUB BETIM 6 MG;MG;MGNEVE;NEVES 1;SUB NEVES 1    MG;MG
2024-07-09;29829;4;Ativa;2011;1910;3252;LT 440 kV BOM JARDIM /AGUA AZUL SP;1;1;,0000000000;SPBOJ;BOM JARDIM;SUB BOM JARDIM    SP;SP;SPAZL;AGUA AZUL;SUB AGUA AZUL SP;SP
2024-07-09;29830;4;Ativa;2012;3252;2441;LT 440 kV AGUA AZUL /SANTO ANGELO SP;1;1;,0000000000;SPAZL;AGUA AZUL;SUB AGUA AZUL SP;SP;SPSAA;SANTO ANGELO;SUB SANTO ANGELO     SP;SP
2024-07-09;29833;4;Ativa;2013;2255;3252;LT 138 kV MAIRIPORA /AGUA AZUL SP;1;1;,0000000000;SPMAI;MAIRIPORA;SUB MAIRIPORA     SP;SP;SPAZL;AGUA AZUL;SUB AGUA AZUL SP;SP
2024-07-09;29834;4;Ativa;2014;3252;2441;LT 138 kV AGUA AZUL /SANTO ANGELO SP;1;1;,0000000000;SPAZL;AGUA AZUL;SUB AGUA AZUL SP;SP;SPSAA;SANTO ANGELO;SUB SANTO ANGELO     SP;SP
2024-07-09;29837;4;Ativa;2013;2255;3252;LT 138 kV MAIRIPORA /AGUA AZUL SP;2;1;,0000000000;SPMAI;MAIRIPORA;SUB MAIRIPORA     SP;SP;SPAZL;AGUA AZUL;SUB AGUA AZUL SP;SP
2024-07-09;29838;4;Ativa;2014;3252;2441;LT 138 kV AGUA AZUL /SANTO ANGELO SP;2;1;,0000000000;SPAZL;AGUA AZUL;SUB AGUA AZUL SP;SP;SPSAA;SANTO ANGELO;SUB SANTO ANGELO     SP;SP
2024-07-09;29841;4;Ativa;2015;870;3281;LT 230 kV GUAMA /MARITUBA PA;1;11;15,0500000000;PAGM;GUAMA;SUB GUAMA    PA;PA;PAMTUB;MARITUBA;SUB MARITUBA PA;PA
2024-07-09;29842;4;Ativa;2016;3281;890;LT 230 kV MARITUBA /UTINGA PA;1;11;8,0000000000;PAMTUB;MARITUBA;SUB MARITUBA PA;PA;PAUG;UTINGA;SUB UTINGA     PA;PA
2024-07-09;29845;4;Ativa;2015;870;3281;LT 230 kV GUAMA /MARITUBA PA;2;11;15,0500000000;PAGM;GUAMA;SUB GUAMA    PA;PA;PAMTUB;MARITUBA;SUB MARITUBA PA;PA
2024-07-09;29846;4;Ativa;2016;3281;890;LT 230 kV MARITUBA /UTINGA PA;2;11;8,0000000000;PAMTUB;MARITUBA;SUB MARITUBA PA;PA;PAUG;UTINGA;SUB UTINGA     PA;PA
2024-07-09;29849;4;Ativa;2017;358;3263;LT 345 kV BARREIRO 1 /SARZEDO MG;1;6;22,4800000000;MGBARR;BARREIRO 1;SUB BARREIRO 1    MG;MG;MGSAR;SARZEDO;SE SARZEDO;MG
2024-07-09;29850;4;Ativa;2018;3263;614;LT 345 kV SARZEDO /PIMENTA MG;1;6;178,5800000000;MGSAR;SARZEDO;SE SARZEDO;MG;MGPIME;PIMENTA;SUB PIMENTA    MG;MG
2024-07-09;29853;4;Ativa;2019;713;3266;LT 345 kV FURNAS /VARGINHA 4 MG;1;77;36,0000000000;MGUSFU;FURNAS;USI FURNAS     MG;MG;MGVGAQ;VARGINHA 4;SUB VARGINHA 4 MG;MG
2024-07-09;29854;4;Ativa;2020;3266;677;LT 345 kV VARGINHA 4 /ITUTINGA MG;1;79;35,0000000000;MGVGAQ;VARGINHA 4;SUB VARGINHA 4 MG;MG;MGSTIT;ITUTINGA;SUB ITUTINGA    MG;MG
2024-07-09;29857;4;Ativa;2021;576;3268;LT 500 kV MESQUITA /ITABIRA 5 MG;2;3;1,0000000000;MGMESQ;MESQUITA;SUB MESQUITA    MG;MG;MGITB5;ITABIRA 5;SE ITABIRA 5;MG
2024-07-09;29858;4;Ativa;2022;3268;591;LT 500 kV ITABIRA 5 /NEVES 1 MG;1;4;1,0000000000;MGITB5;ITABIRA 5;SE ITABIRA 5;MG;MGNEVE;NEVES 1;SUB NEVES 1    MG;MG
2024-07-09;29861;4;Ativa;2021;576;3268;LT 500 kV MESQUITA /ITABIRA 5 MG;1;4;86,3900000000;MGMESQ;MESQUITA;SUB MESQUITA    MG;MG;MGITB5;ITABIRA 5;SE ITABIRA 5;MG
2024-07-09;29862;4;Ativa;2023;3268;726;LT 500 kV ITABIRA 5 /VESPASIANO 2 MG;1;5;62,7500000000;MGITB5;ITABIRA 5;SE ITABIRA 5;MG;MGVPND;VESPASIANO 2;SUB VESPASIANO 2     MG;MG
2024-07-09;29865;4;Ativa;1960;3268;462;LT 230 kV ITABIRA 5 /ITABIRA 2 MG;1;17;5,8200000000;MGITB5;ITABIRA 5;SE ITABIRA 5;MG;MGITAB;ITABIRA 2;SUB ITABIRA 2     MG;MG
2024-07-09;29866;4;Ativa;2024;3268;3244;LT 230 kV ITABIRA 5 /ITABIRA 4 MG;1;17;5,5800000000;MGITB5;ITABIRA 5;SE ITABIRA 5;MG;MGITB4;ITABIRA 4;SE ITABIRA 4;MG
2024-07-09;29869;4;Ativa;2025;462;3239;LT 230 kV ITABIRA 2 /J.MONLEVADE 4 MG;1;10;4,4900000000;MGITAB;ITABIRA 2;SUB ITABIRA 2     MG;MG;MGJMO4;J.MONLEVADE 4;SUB JOAO MONLEVADE 4 MG;MG
2024-07-09;29870;4;Ativa;2026;3239;478;LT 230 kV J.MONLEVADE 4 /J.MONLEVADE 2 MG;1;9;30,0600000000;MGJMO4;J.MONLEVADE 4;SUB JOAO MONLEVADE 4 MG;MG;MGJMON;J.MONLEVADE 2;SUB JOAO  MONLEVADE 2   MG;MG
2024-07-09;29873;4;Ativa;2027;462;3269;LT 230 kV ITABIRA 2 /BRAUNAS MG;1;5;73,4000000000;MGITAB;ITABIRA 2;SUB ITABIRA 2     MG;MG;MGBRAU;BRAUNAS;SUB BRAUNAS MG;MG
2024-07-09;29874;4;Ativa;2028;3269;630;LT 230 kV BRAUNAS /PORTO ESTRELA MG;1;5;12,2000000000;MGBRAU;BRAUNAS;SUB BRAUNAS MG;MG;MGPORT;PORTO ESTRELA;USI PORTO ESTRELA    MG;MG
2024-07-09;30922;4;Ativa;2031;1031;1092;LT 230 kV CASCAVEL /MEDIANEIRA PR;1;0;2,1000000000;PRCEL;CASCAVEL;SUB CASCAVEL    PR;PR;PRMED ;MEDIANEIRA;SUB MEDIANEIRA    PR;PR
2024-07-09;30923;4;Ativa;2032;1092;1057;LT 230 kV MEDIANEIRA /F.IGUACUNORTE PR;1;0;2,1000000000;PRMED ;MEDIANEIRA;SUB MEDIANEIRA    PR;PR;PRFON;F.IGUACUNORTE;SUB FOZ IGUACU NORTE    PR;PR
2024-07-09;30926;4;Ativa;2033;1047;1092;LT 230 kV CASCAVEL OEST /MEDIANEIRA PR;1;7;2,2000000000;PRCVO ;CASCAVEL OEST;SUB CASCAVEL OESTE   PR;PR;PRMED ;MEDIANEIRA;SUB MEDIANEIRA    PR;PR
2024-07-09;30927;4;Ativa;2032;1092;1057;LT 230 kV MEDIANEIRA /F.IGUACUNORTE PR;2;7;2,2000000000;PRMED ;MEDIANEIRA;SUB MEDIANEIRA    PR;PR;PRFON;F.IGUACUNORTE;SUB FOZ IGUACU NORTE    PR;PR
2024-07-09;30930;4;Ativa;2034;576;3287;LT 500 kV MESQUITA /MUTUM MG;1;263;136,2000000000;MGMESQ;MESQUITA;SUB MESQUITA    MG;MG;MGMTUM;MUTUM;SUB MUTUM;MG
2024-07-09;30931;4;Ativa;2035;3287;2916;LT 500 kV MUTUM /VIANA 2 MG/ES;1;218;118,6000000000;MGMTUM;MUTUM;SUB MUTUM;MG;ESSTVD;VIANA 2;SUB VIANA 2 ES;ES
2024-07-09;30946;4;Ativa;2036;444;3279;LT 230 kV G.VALADARES 2 /G.VALADARES 6 MG;1;14;5,0000000000;MGGVAL;G.VALADARES 2;SUB GOVERNADOR VALADARES 2   MG;MG;MGGVA6;G.VALADARES 6;SUB GOVERNADOR VALADARES 6 MG;MG
2024-07-09;30947;4;Ativa;2037;3279;576;LT 230 kV G.VALADARES 6 /MESQUITA MG;1;12;5,0000000000;MGGVA6;G.VALADARES 6;SUB GOVERNADOR VALADARES 6 MG;MG;MGMESQ;MESQUITA;SUB MESQUITA    MG;MG
2024-07-09;30950;4;Ativa;2038;410;3279;LT 230 kV CONSE. PENA /G.VALADARES 6 MG;1;13;5,0000000000;MGCPEN;CONSE. PENA;SUB CONSELHEIRO PENA    MG;MG;MGGVA6;G.VALADARES 6;SUB GOVERNADOR VALADARES 6 MG;MG
2024-07-09;30951;4;Ativa;2036;444;3279;LT 230 kV G.VALADARES 2 /G.VALADARES 6 MG;2;15;6,0000000000;MGGVAL;G.VALADARES 2;SUB GOVERNADOR VALADARES 2   MG;MG;MGGVA6;G.VALADARES 6;SUB GOVERNADOR VALADARES 6 MG;MG
2024-07-09;31017;4;Ativa;2053;2929;3302;LT 230 kV XINGUARA 2 /SANTANA DO ARAGUAIA PA;1;529;256,0000000000;PAXG;XINGUARA 2;SUB XINGUARA 2 PA;PA;;SANTANA DO ARAGUAIA;SUBESTAÇÃO SANTANA DO ARAGUAIA;PA
2024-07-09;31020;4;Ativa;2053;2929;3302;LT 230 kV XINGUARA 2 /SANTANA DO ARAGUAIA PA;2;529;256,0000000000;PAXG;XINGUARA 2;SUB XINGUARA 2 PA;PA;;SANTANA DO ARAGUAIA;SUBESTAÇÃO SANTANA DO ARAGUAIA;PA
2024-07-09;31023;4;Ativa;1692;3114;1068;LT 230 kV UMUARAMA SUL /GUAIRA PR;2;224;104,0100000000;PRUMU2;UMUARAMA SUL;SUB UMUARAMA SUL PR;PR;PRGUA;GUAIRA;SUB GUAIRA     PR;PR
2024-07-09;31039;4;Ativa;1411;326;329;LT 500 kV SAO LUIS II /MIRANDA II MA;3;222;108,0000000000;MALD;SAO LUIS II;SUB SAO LUIS II   MA;MA;MAMR;MIRANDA II;SUB MIRANDA II    MA;MA
2024-07-09;31044;4;Ativa;2046;326;3236;LT 500 kV SAO LUIS II /SAO LUIS IV MA;1;9;5,1900000000;MALD;SAO LUIS II;SUB SAO LUIS II   MA;MA;;SAO LUIS IV;SUB SAO LUIS IV MA;MA
2024-07-09;31047;4;Ativa;2046;326;3236;LT 500 kV SAO LUIS II /SAO LUIS IV MA;2;9;5,1900000000;MALD;SAO LUIS II;SUB SAO LUIS II   MA;MA;;SAO LUIS IV;SUB SAO LUIS IV MA;MA
2024-07-09;31077;4;Ativa;8;27;1797;LT 500 kV USINA XINGO /JARDIM AL/SE;2;362;162,0000000000;ALUXG;USINA XINGO;USI USINA XINGO AL;AL;SEJDM;JARDIM;SUB JARDIM SE;SE
2024-07-09;31084;4;Ativa;57;85;980;LT 500 kV P. AFONSO IV /US. L.GONZAGA BA/PE;2;87;38,4200000000;BAPAQ;P. AFONSO IV;SUB PAULO  AFONSO IV    BA;BA;PEULG;US. L.GONZAGA;USI LUIZ GONZAGA     PE;PE
2024-07-09;31087;4;Ativa;2050;3112;3298;LT 230 kV GARANHUNS II /ARCOVERDE II PE;1;176;81,0000000000;PEGRD;GARANHUNS II;SUB GARANHUNS  PE;PE;;ARCOVERDE II;SUB ARCOVERDE II PE;PE
2024-07-09;31119;4;Ativa;2051;3300;3298;LT 230 kV CAETES II /ARCOVERDE II PE;1;105;48,0000000000;;CAETES II;SUB CAETES II PE;PE;;ARCOVERDE II;SUB ARCOVERDE II PE;PE
2024-07-09;31152;4;Ativa;2054;2115;3297;LT 138 kV FLOR.PAULISTA /ALTA PAULISTA SP;1;2;1,1000000000;SPFLP;FLOR.PAULISTA;SUB FLORIDA PAULISTA    SP;SP;;ALTA PAULISTA;SUB ALTA PAULISTA;SP
2024-07-09;31153;4;Ativa;2055;3297;2399;LT 138 kV ALTA PAULISTA /PRE.PRUDENTE SP;1;2;1,1000000000;;ALTA PAULISTA;SUB ALTA PAULISTA;SP;SPPRP;PRE.PRUDENTE;SUB PRESIDENTE PRUDENTE SP;SP
2024-07-09;31156;4;Ativa;2054;2115;3297;LT 138 kV FLOR.PAULISTA /ALTA PAULISTA SP;2;2;1,1000000000;SPFLP;FLOR.PAULISTA;SUB FLORIDA PAULISTA    SP;SP;;ALTA PAULISTA;SUB ALTA PAULISTA;SP
2024-07-09;31157;4;Ativa;2055;3297;2399;LT 138 kV ALTA PAULISTA /PRE.PRUDENTE SP;2;2;1,1000000000;;ALTA PAULISTA;SUB ALTA PAULISTA;SP;SPPRP;PRE.PRUDENTE;SUB PRESIDENTE PRUDENTE SP;SP
2024-07-09;31160;4;Ativa;2056;2161;3296;LT 440 kV ILHA SOLTEIRA /BAGUACU SP;1;2;,1000000000;SPILS;ILHA SOLTEIRA;USI ILHA SOLTEIRA    SP;SP;;BAGUACU;SUB BAGUAÇU SP;SP
2024-07-09;31161;4;Ativa;2057;3296;1895;LT 440 kV BAGUACU /BAURU SP;1;1;,1000000000;;BAGUACU;SUB BAGUAÇU SP;SP;SPBAU;BAURU;SUB BAURU    SP;SP
2024-07-09;31164;4;Ativa;2056;2161;3296;LT 440 kV ILHA SOLTEIRA /BAGUACU SP;2;2;,1000000000;SPILS;ILHA SOLTEIRA;USI ILHA SOLTEIRA    SP;SP;;BAGUACU;SUB BAGUAÇU SP;SP
2024-07-09;31165;4;Ativa;2057;3296;1895;LT 440 kV BAGUACU /BAURU SP;2;1;,1000000000;;BAGUACU;SUB BAGUAÇU SP;SP;SPBAU;BAURU;SUB BAURU    SP;SP
2024-07-09;31177;4;Ativa;913;3144;19;LT 230 kV N.S.SOCORRO /PENEDO SE/AL;2;252;111,0000000000;SENSC;N.S.SOCORRO;SUB NOSSA SENHORA DO SOCORRO SE;SE;ALPEN;PENEDO;SUB PENEDO AL;AL
2024-07-09;31183;4;Ativa;2049;886;3299;LT 230 kV TRANSAMAZONIC /TAPAJOS PA;1;387;187,0000000000;PATM;TRANSAMAZONIC;SUB TRANSAMAZONICA   PA;PA;;TAPAJOS;SUB TAPAJOS PA;PA
2024-07-09;31204;4;Ativa;2047;2795;862;LT 230 kV XINGU /ALTAMIRA PA;1;144;61,0000000000;PAXIN;XINGU;SUB XINGU PA;PA;PAAT;ALTAMIRA;SUB ALTAMIRA PA;PA
2024-07-09;31207;4;Ativa;1765;862;886;LT 230 kV ALTAMIRA /TRANSAMAZONIC PA;2;424;188,0000000000;PAAT;ALTAMIRA;SUB ALTAMIRA PA;PA;PATM;TRANSAMAZONIC;SUB TRANSAMAZONICA   PA;PA
2024-07-09;31231;4;Ativa;2058;3024;1068;LT 525 kV FOZ DO IGUACU /GUAIRA PR;1;355;173,0000000000;PRFOZ;FOZ DO IGUACU;SUB FOZ DO IGUACU    PR;PR;PRGUA;GUAIRA;SUB GUAIRA     PR;PR
2024-07-09;31234;4;Ativa;2058;3024;1068;LT 525 kV FOZ DO IGUACU /GUAIRA PR;2;355;173,0000000000;PRFOZ;FOZ DO IGUACU;SUB FOZ DO IGUACU    PR;PR;PRGUA;GUAIRA;SUB GUAIRA     PR;PR
2024-07-09;31248;4;Ativa;2059;1068;1130;LT 525 kV GUAIRA /SARANDI PR;1;555;263,0000000000;PRGUA;GUAIRA;SUB GUAIRA     PR;PR;PRSDI;SARANDI;SUB SARANDI    PR;PR
2024-07-09;31251;4;Ativa;2059;1068;1130;LT 525 kV GUAIRA /SARANDI PR;2;555;263,0000000000;PRGUA;GUAIRA;SUB GUAIRA     PR;PR;PRSDI;SARANDI;SUB SARANDI    PR;PR
2024-07-09;31258;4;Ativa;2060;1130;1087;LT 525 kV SARANDI /LONDRINA ESU PR;1;151;72,0000000000;PRSDI;SARANDI;SUB SARANDI    PR;PR;PRLON;LONDRINA ESU;SUB LONDRINA    PR;PR
2024-07-09;31261;4;Ativa;2060;1130;1087;LT 525 kV SARANDI /LONDRINA ESU PR;2;151;72,0000000000;PRSDI;SARANDI;SUB SARANDI    PR;PR;PRLON;LONDRINA ESU;SUB LONDRINA    PR;PR
2024-07-09;31291;4;Ativa;2061;1130;3304;LT 230 kV SARANDI /PARANAVAI NORTE PR;1;176;82,0000000000;PRSDI;SARANDI;SUB SARANDI    PR;PR;;PARANAVAI NORTE;SUB PARANAVAI NORTE PR;PR
2024-07-09;31294;4;Ativa;2061;1130;3304;LT 230 kV SARANDI /PARANAVAI NORTE PR;2;176;82,0000000000;PRSDI;SARANDI;SUB SARANDI    PR;PR;;PARANAVAI NORTE;SUB PARANAVAI NORTE PR;PR
2024-07-09;31301;4;Ativa;2062;1087;3303;LT 230 kV LONDRINA ESU /LONDRINA SUL PR;1;4;1,1000000000;PRLON;LONDRINA ESU;SUB LONDRINA    PR;PR;;LONDRINA SUL;SUB LONDRINA SUL PR;PR
2024-07-09;31302;4;Ativa;2063;3303;1011;LT 230 kV LONDRINA SUL /APUCARANA PR;1;4;1,1000000000;;LONDRINA SUL;SUB LONDRINA SUL PR;PR;PRAPA;APUCARANA;SUB APUCARANA PR;PR
2024-07-09;31305;4;Ativa;2064;2313;3296;LT 138 kV N.AVANHANDAVA /BAGUACU SP;1;26;9,7000000000;SPNAV;N.AVANHANDAVA;USI NOVA AVANHANDAVA    SP;SP;;BAGUACU;SUB BAGUAÇU SP;SP
2024-07-09;31306;4;Ativa;2065;3296;2669;LT 138 kV BAGUACU /VALPARAISO SP;1;22;8,2000000000;;BAGUACU;SUB BAGUAÇU SP;SP;SPVAL;VALPARAISO;SUB VALPARAISO    SP;SP
2024-07-09;31309;4;Ativa;2064;2313;3296;LT 138 kV N.AVANHANDAVA /BAGUACU SP;2;26;9,7000000000;SPNAV;N.AVANHANDAVA;USI NOVA AVANHANDAVA    SP;SP;;BAGUACU;SUB BAGUAÇU SP;SP
2024-07-09;31310;4;Ativa;2065;3296;2669;LT 138 kV BAGUACU /VALPARAISO SP;2;22;8,2000000000;;BAGUACU;SUB BAGUAÇU SP;SP;SPVAL;VALPARAISO;SUB VALPARAISO    SP;SP
2024-07-09;31313;4;Ativa;2052;3282;3149;LT 500 kV QUEIMADA NOVA II /MILAGRES II PI/CE;1;659;322,0000000000;PIQMN;QUEIMADA NOVA II;QUEIMADA NOVA II;PI;CEMLD;MILAGRES II;SUB MILAGRES II CE;CE
2024-07-09;31324;4;Ativa;2016;3281;890;LT 230 kV MARITUBA /UTINGA PA;3;63;9,8000000000;PAMTUB;MARITUBA;SUB MARITUBA PA;PA;PAUG;UTINGA;SUB UTINGA     PA;PA
2024-07-09;31327;4;Ativa;2016;3281;890;LT 230 kV MARITUBA /UTINGA PA;4;63;9,8000000000;PAMTUB;MARITUBA;SUB MARITUBA PA;PA;PAUG;UTINGA;SUB UTINGA     PA;PA
2024-07-09;31330;4;Ativa;2045;3090;950;LT 500 kV C.GRANDE III /PAU FERRO PB/PE;1;264;132,0000000000;PBCGT;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;PEPFE;PAU FERRO;SUB PAU FERRO     PE;PE
2024-07-09;31355;4;Ativa;1659;3117;1672;LT 500 kV ABDON BATISTA /C.NOVOS SC;2;93;39,7800000000;SCATA-5;ABDON BATISTA;SUB ABDON BATISTA SC;SC;SCCNO;C.NOVOS;SUB CAMPOS NOVOS     SC;SC
