DatGeracaoConjuntoDados;IdeMdl;IdeTipMdl;DscSitLinTms;IdeLinTms;IdeSbeOri;IdeSbeDsn;NomLinTms;NumCcuLinTms;QtdTorLinTms;NumEtnLinTms;IdeOnsSbeOrigem;NomSubestacaoOrigem;NomLongoSubestacaoOrigem;SigUFSubestacaoOrigem;IdeOnsSbeDestino;NomSubestacaoDestino;NomLongoSubestacaoDestino;SigUFSubestacaoDestino
2024-07-09;26446;4;Ativa;1762;3147;3169;LT 230 kV GILBUES II /BOM JESUS II PI;1;278;14,0000000000;PIGBD;GILBUES II;SUB GILBUES II PI;PI;BABSD;BOM JESUS II;SUB BOM JESUS II PI;PI
2024-07-09;26447;4;Ativa;1763;3169;992;LT 230 kV BOM JESUS II /ELISEU MARTIN PI;1;262;135,0000000000;BABSD;BOM JESUS II;SUB BOM JESUS II PI;PI;PIELM;ELISEU MARTIN;SUB ELISEU MARTINS   PI;PI
2024-07-09;26495;4;Ativa;1767;1024;3171;LT 230 kV BATEIAS /CURITIBA NORTE PR;1;71;31,2100000000;PRBTA;BATEIAS;SUB BATEIAS    PR;PR;PRCBN;CURITIBA NORTE;SUB CURITIBA NORTE PR;PR
2024-07-09;26545;4;Desativada;760;1534;1596;LT 230 kV MACAMBARA /SANTO ANGELO RS;2;370;200,1200000000;RSMBR;MACAMBARA;SUB MACAMBARA     RS;RS;RSSTA;SANTO ANGELO;SUB SANTO ANGELO     RS;RS
2024-07-09;26555;4;Ativa;1771;3083;3043;LT 230 kV FOZ DO CHAPECO /PINHALZINHO RS/SC;1;66;36,0000000000;RSFCO;FOZ DO CHAPECO;SUB FOZ DO CHAPECO  RS;RS;SCPZO;PINHALZINHO;SUB PINHALZINHO   SC;SC
2024-07-09;26564;4;Ativa;1771;3083;3043;LT 230 kV FOZ DO CHAPECO /PINHALZINHO RS/SC;2;73;37,0000000000;RSFCO;FOZ DO CHAPECO;SUB FOZ DO CHAPECO  RS;RS;SCPZO;PINHALZINHO;SUB PINHALZINHO   SC;SC
2024-07-09;26608;4;Ativa;1772;892;3174;LT 230 kV VILA DO CONDE /TOME-ACU PA;1;;121,0000000000;PAVC;VILA DO CONDE;SUB VILA DO CONDE    PA;PA;PATE--2;TOME-ACU;SUB TOME-ACU PA;PA
2024-07-09;26609;4;Ativa;1774;3174;3175;LT 230 kV TOME-ACU /MILTONIA PA;1;;116,0000000000;PATE--2;TOME-ACU;SUB TOME-ACU PA;PA;;MILTONIA;SUB MILTONIA PA;PA
2024-07-09;26634;4;Ativa;1775;257;3165;LT 500 kV R.VERDE NORTE /MARIMBONDO II GO/MG;1;;350,0000000000;GOID;R.VERDE NORTE;SUB RIO VERDE NORTE    GO;GO;MGMR2;MARIMBONDO II;SUB MARIMBONDO II MG;MG
2024-07-09;26635;4;Ativa;1775;257;3165;LT 500 kV R.VERDE NORTE /MARIMBONDO II GO/MG;2;;350,0000000000;GOID;R.VERDE NORTE;SUB RIO VERDE NORTE    GO;GO;MGMR2;MARIMBONDO II;SUB MARIMBONDO II MG;MG
2024-07-09;26643;4;Ativa;1777;718;3165;LT 500 kV MARIMBONDO /MARIMBONDO II MG;1;478;8,0000000000;MGUSMR;MARIMBONDO;USI MARIMBONDO    MG;MG;MGMR2;MARIMBONDO II;SUB MARIMBONDO II MG;MG
2024-07-09;26644;4;Ativa;1778;3165;2531;LT 500 kV MARIMBONDO II /ARARAQUARA FURNAS MG/SP;1;478;198,0000000000;MGMR2;MARIMBONDO II;SUB MARIMBONDO II MG;MG;SPSTAR;ARARAQUARA FURNAS;SUB ARARAQUARA FURNAS SP;SP
2024-07-09;26647;4;Ativa;1777;718;3165;LT 500 kV MARIMBONDO /MARIMBONDO II MG;2;479;9,0000000000;MGUSMR;MARIMBONDO;USI MARIMBONDO    MG;MG;MGMR2;MARIMBONDO II;SUB MARIMBONDO II MG;MG
2024-07-09;26648;4;Ativa;1778;3165;2531;LT 500 kV MARIMBONDO II /ARARAQUARA FURNAS MG/SP;2;479;198,0000000000;MGMR2;MARIMBONDO II;SUB MARIMBONDO II MG;MG;SPSTAR;ARARAQUARA FURNAS;SUB ARARAQUARA FURNAS SP;SP
2024-07-09;26653;4;Ativa;1779;1588;1589;LT 138 kV SANTA MARIA 1 /SANTA MARIA 3 RS;1;217;9,5000000000;RSSMA1;SANTA MARIA 1;SUB SANTA MARIA 1 RS;RS;RSSMA3;SANTA MARIA 3;SUB SANTA MARIA 3    RS;RS
2024-07-09;26654;4;Ativa;1780;1589;1638;LT 138 kV SANTA MARIA 3 /ALEGRETE RS;1;217;192,0000000000;RSSMA3;SANTA MARIA 3;SUB SANTA MARIA 3    RS;RS;RSUTAL;ALEGRETE;SUB ALEGRETE RS;RS
2024-07-09;26693;4;Ativa;1783;1108;3171;LT 230 kV PILARZINHO /CURITIBA NORTE PR;1;3;,5500000000;PRPIL;PILARZINHO;SUB PILARZINHO    PR;PR;PRCBN;CURITIBA NORTE;SUB CURITIBA NORTE PR;PR
2024-07-09;26694;4;Ativa;1784;3171;1043;LT 230 kV CURITIBA NORTE /C.RIO BRANCO PR;1;51;22,1000000000;PRCBN;CURITIBA NORTE;SUB CURITIBA NORTE PR;PR;PRCRB ;C.RIO BRANCO;SUB CIMENTO RIO BRANCO    PR;PR
2024-07-09;26717;4;Ativa;1785;2997;765;LT 138 kV IVINHEMA /IVINHEMA 2 MS;1;7;3,0000000000;;IVINHEMA;SUB IVINHEMA MS;MS;MSIVI2;IVINHEMA 2;SUB IVINHEMA 2    MS;MS
2024-07-09;26718;4;Ativa;1786;765;3176;LT 138 kV IVINHEMA 2 /NOVA ANDRADINA MS;1;7;3,0000000000;MSIVI2;IVINHEMA 2;SUB IVINHEMA 2    MS;MS;;NOVA ANDRADINA;SUB NOVA ANDRADINA MS;MS
2024-07-09;26791;4;Ativa;1791;1535;3180;LT 230 kV MONTE CLARO /VINHEDOS RS;1;86;18,0000000000;RSMCL;MONTE CLARO;SUB MONTE CLARO   RS;RS;RSVIN;VINHEDOS;SUB VINHEDOS RS;RS
2024-07-09;26792;4;Ativa;1792;3180;1509;LT 230 kV VINHEDOS /GARIBALDI 1 RS;1;86;19,0000000000;RSVIN;VINHEDOS;SUB VINHEDOS RS;RS;RSGAR1;GARIBALDI 1;SUB GARIBALDI 1   RS;RS
2024-07-09;26874;4;Ativa;1441;2847;2843;LT 600 kV COLETORA PORTO VELHO /ARARAQUARA 2 RO/SP;4;4339;2412,0000000000;ROCPH;COLETORA PORTO VELHO;SUB COLETORA PORTO VELHO  RO;RO;SPARA2;ARARAQUARA 2;SUB ARARAQUARA 2 SP;SP
2024-07-09;27000;4;Ativa;1824;2920;726;LT 500 kV ITABIRITO 2 /VESPASIANO 2 MG;1;165;82,0000000000;MGITB;ITABIRITO 2;SUB ITABIRITO 2 MG;MG;MGVPND;VESPASIANO 2;SUB VESPASIANO 2     MG;MG
2024-07-09;27121;4;Ativa;128;261;288;LT 230 kV ITAPACI /BARRO ALTO GO;2;166;69,0000000000;GOITP;ITAPACI;SUB ITAPACI    GO;GO;GOSTBT;BARRO ALTO;SUB BARRO ALTO    GO;GO
2024-07-09;27132;4;Ativa;1831;2843;2859;LT 500 kV ARARAQUARA 2 /ITATIBA SP;1;496;222,5900000000;SPARA2;ARARAQUARA 2;SUB ARARAQUARA 2 SP;SP;SPSTTB;ITATIBA;SUB ITATIBA    SP;SP
2024-07-09;27146;4;Ativa;1832;2859;1024;LT 500 kV ITATIBA /BATEIAS SP/PR;1;872;414,0000000000;SPSTTB;ITATIBA;SUB ITATIBA    SP;SP;PRBTA;BATEIAS;SUB BATEIAS    PR;PR
2024-07-09;27165;4;Ativa;1833;2843;3201;LT 500 kV ARARAQUARA 2 /FERNAO DIAS SP;1;556;249,0000000000;SPARA2;ARARAQUARA 2;SUB ARARAQUARA 2 SP;SP;SPFDI;FERNAO DIAS;SUB FERNAO DIAS SP;SP
2024-07-09;27199;4;Ativa;1834;2795;676;LT 800 kV XINGU /ESTREITO PA/MG;1;3803;2077,0000000000;PAXIN;XINGU;SUB XINGU PA;PA;MGSTES;ESTREITO;SUB ESTREITO    MG;MG
2024-07-09;27206;4;Ativa;1835;3107;100;LT 500 kV MORRO CHAPEU II /SAPEACU BA;1;549;272,0000000000;BAMPD;MORRO CHAPEU II;SUB MORRO DO CHAPEU II BA;BA;BASPU;SAPEACU;SUB SAPEACU    BA;BA
2024-07-09;27218;4;Ativa;1837;980;3202;LT 500 kV US. L.GONZAGA /JUAZEIRO III PE/BA;1;1;,2800000000;PEULG;US. L.GONZAGA;USI LUIZ GONZAGA     PE;PE;BAJZT;JUAZEIRO III;SUB JUAZEIRO DA BAHIA III  BA;BA
2024-07-09;27219;4;Ativa;1838;3202;118;LT 500 kV JUAZEIRO III /U.SOBRADINHO BA;1;1;37,0000000000;BAJZT;JUAZEIRO III;SUB JUAZEIRO DA BAHIA III  BA;BA;BAUSB;U.SOBRADINHO;USI SOBRADINHO    BA;BA
2024-07-09;27235;4;Ativa;1836;3202;75;LT 230 kV JUAZEIRO III /JUAZEIRO II BA;1;13;4,5000000000;BAJZT;JUAZEIRO III;SUB JUAZEIRO DA BAHIA III  BA;BA;BAJZD;JUAZEIRO II;SUB JUAZEIRO II   BA;BA
2024-07-09;27269;4;Ativa;1834;2795;676;LT 800 kV XINGU /ESTREITO PA/MG;2;3803;2077,0000000000;PAXIN;XINGU;SUB XINGU PA;PA;MGSTES;ESTREITO;SUB ESTREITO    MG;MG
2024-07-09;27274;4;Ativa;1839;676;3201;LT 500 kV ESTREITO /FERNAO DIAS MG/SP;1;745;328,0000000000;MGSTES;ESTREITO;SUB ESTREITO    MG;MG;SPFDI;FERNAO DIAS;SUB FERNAO DIAS SP;SP
2024-07-09;27275;4;Ativa;1839;676;3201;LT 500 kV ESTREITO /FERNAO DIAS MG/SP;2;745;328,0000000000;MGSTES;ESTREITO;SUB ESTREITO    MG;MG;SPFDI;FERNAO DIAS;SUB FERNAO DIAS SP;SP
2024-07-09;27289;4;Ativa;1840;3060;3203;LT 230 kV HENRY BORDEN /MANOEL DA NOBREGA SP;1;52;16,0000000000;SPHB;HENRY BORDEN;SUB HENRY BORDEN     SP;SP;SPMNN;MANOEL DA NOBREGA;SUB MANOEL DA NÓBREGA SP;SP
2024-07-09;27290;4;Ativa;1840;3060;3203;LT 230 kV HENRY BORDEN /MANOEL DA NOBREGA SP;2;52;16,0000000000;SPHB;HENRY BORDEN;SUB HENRY BORDEN     SP;SP;SPMNN;MANOEL DA NOBREGA;SUB MANOEL DA NÓBREGA SP;SP
2024-07-09;27300;4;Ativa;1841;1056;3205;LT 230 kV FOZ DO CHOPIM /REALEZA PR;1;117;52,1000000000;PRFOC;FOZ DO CHOPIM;SUB FOZ DO CHOPIM    PR;PR;PRRZS;REALEZA;SUB REALEZA PR;PR
2024-07-09;27343;4;Ativa;1842;1924;3204;LT 345 kV B. SANTISTA /DOMENICO RANGONI SP;1;65;25,2000000000;SPBSA;B. SANTISTA;SUB BAIXADA  SANTISTA   SP;SP;SPDMR;DOMENICO RANGONI;SUB DOMÊNICO RANGONI SP;SP
2024-07-09;27344;4;Ativa;1843;3204;2538;LT 345 kV DOMENICO RANGONI /TIJUCO PRETO SP;1;65;35,7000000000;SPDMR;DOMENICO RANGONI;SUB DOMÊNICO RANGONI SP;SP;SPSTTP;TIJUCO PRETO;SUB TIJUCO PRETO     SP;SP
2024-07-09;27347;4;Ativa;1844;1901;3204;LT 138 kV BERTIOGA 2 /DOMENICO RANGONI SP;1;105;5,0000000000;SPBER2;BERTIOGA 2;SUB BERTIOGA 2 SP;SP;SPDMR;DOMENICO RANGONI;SUB DOMÊNICO RANGONI SP;SP
2024-07-09;27348;4;Ativa;1845;3204;2683;LT 138 kV DOMENICO RANGONI /VIC. CARVALHO SP;1;105;43,8200000000;SPDMR;DOMENICO RANGONI;SUB DOMÊNICO RANGONI SP;SP;SPVIC;VIC. CARVALHO;SUB VICENTE  CARVALHO   SP;SP
2024-07-09;27351;4;Ativa;1844;1901;3204;LT 138 kV BERTIOGA 2 /DOMENICO RANGONI SP;2;105;5,0000000000;SPBER2;BERTIOGA 2;SUB BERTIOGA 2 SP;SP;SPDMR;DOMENICO RANGONI;SUB DOMÊNICO RANGONI SP;SP
2024-07-09;27352;4;Ativa;1845;3204;2683;LT 138 kV DOMENICO RANGONI /VIC. CARVALHO SP;2;105;43,8200000000;SPDMR;DOMENICO RANGONI;SUB DOMÊNICO RANGONI SP;SP;SPVIC;VIC. CARVALHO;SUB VICENTE  CARVALHO   SP;SP
2024-07-09;27357;4;Ativa;550;1087;1869;LT 500 kV LONDRINA ESU /ASSIS PR/SP;2;237;122,0000000000;PRLON;LONDRINA ESU;SUB LONDRINA    PR;PR;SPASS;ASSIS;SUB ASSIS    SP;SP
2024-07-09;27396;4;Ativa;1547;2933;2929;LT 230 kV INTEGRADORA /XINGUARA 2 PA;2;154;72,0000000000;PAIG;INTEGRADORA;SUB INTEGRADORA  PA;PA;PAXG;XINGUARA 2;SUB XINGUARA 2 PA;PA
2024-07-09;27406;4;Ativa;1847;2533;3201;LT 500 kV C. PAULISTA /FERNAO DIAS SP;1;15;167,4700000000;SPSTCH;C. PAULISTA;SUB CACHOEIRA  PAULISTA   SP;SP;SPFDI;FERNAO DIAS;SUB FERNAO DIAS SP;SP
2024-07-09;27407;4;Ativa;1848;3201;2532;LT 500 kV FERNAO DIAS /CAMPINAS SP;1;15;64,4800000000;SPFDI;FERNAO DIAS;SUB FERNAO DIAS SP;SP;SPSTCA;CAMPINAS;SUB CAMPINAS FURNAS    SP;SP
2024-07-09;27410;4;Ativa;1849;1910;3201;LT 440 kV BOM JARDIM /FERNAO DIAS SP;1;5;,8600000000;SPBOJ;BOM JARDIM;SUB BOM JARDIM    SP;SP;SPFDI;FERNAO DIAS;SUB FERNAO DIAS SP;SP
2024-07-09;27411;4;Ativa;1850;3201;2550;LT 440 kV FERNAO DIAS /TAUBATE SP;1;5;,8600000000;SPFDI;FERNAO DIAS;SUB FERNAO DIAS SP;SP;SPTAU;TAUBATE;SUB TAUBATE    SP;SP
2024-07-09;27432;4;Ativa;1853;157;3150;LT 500 kV QUIXADA /ACU III CE/RN;1;460;229,0800000000;CEQXA;QUIXADA;SUB QUIXADA    CE;CE;RNACT;ACU III;SUB ACU III RN;RN
2024-07-09;27454;4;Ativa;1854;3150;3091;LT 500 kV ACU III /JOAO CAMARA III RN;1;271;129,4100000000;RNACT;ACU III;SUB ACU III RN;RN;RNJCT;JOAO CAMARA III;SUB JOAO CAMARA II   RN;RN
2024-07-09;27460;4;Ativa;1618;3091;3092;LT 500 kV JOAO CAMARA III /CEARA MIRIM II RN;2;129;61,4500000000;RNJCT;JOAO CAMARA III;SUB JOAO CAMARA II   RN;RN;RNCMM;CEARA MIRIM II;SUB CEARA MIRIM II RN;RN
2024-07-09;27465;4;Ativa;1855;3092;2937;LT 230 kV CEARA MIRIM II /JOAO CAMARA II RN;2;139;65,0000000000;RNCMM;CEARA MIRIM II;SUB CEARA MIRIM II RN;RN;RNJC;JOAO CAMARA II;SUB JOAO CAMARA RN;RN
2024-07-09;27574;4;Ativa;1621;3090;897;LT 230 kV C.GRANDE III /C.GRANDE II PB;2;3;9,2000000000;PBCGT;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;PBCGD;C.GRANDE II;SUB CAMPINA GRANDE II   PB;PB
2024-07-09;27575;4;Ativa;1859;3090;2936;LT 230 kV C.GRANDE III /EXTREMOZ II PB/RN;1;3;192,8000000000;PBCGT;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;RNETD;EXTREMOZ II;SUB EXTREMOZ II RN;RN
2024-07-09;27578;4;Ativa;1620;3092;2936;LT 230 kV CEARA MIRIM II /EXTREMOZ II RN;2;174;26,0000000000;RNCMM;CEARA MIRIM II;SUB CEARA MIRIM II RN;RN;RNETD;EXTREMOZ II;SUB EXTREMOZ II RN;RN
2024-07-09;27579;4;Ativa;1855;3092;2937;LT 230 kV CEARA MIRIM II /JOAO CAMARA II RN;1;174;68,0000000000;RNCMM;CEARA MIRIM II;SUB CEARA MIRIM II RN;RN;RNJC;JOAO CAMARA II;SUB JOAO CAMARA RN;RN
2024-07-09;27586;4;Ativa;1691;1047;3138;LT 230 kV CASCAVEL OEST /CASCAVEL NORTE PR;2;95;30,7000000000;PRCVO ;CASCAVEL OEST;SUB CASCAVEL OESTE   PR;PR;PRCTE;CASCAVEL NORTE;SUB CASCAVEL NORTE PR;PR
2024-07-09;27587;4;Ativa;1862;3138;3114;LT 230 kV CASCAVEL NORTE /UMUARAMA SUL PR;1;28;129,4000000000;PRCTE;CASCAVEL NORTE;SUB CASCAVEL NORTE PR;PR;PRUMU2;UMUARAMA SUL;SUB UMUARAMA SUL PR;PR
2024-07-09;27590;4;Ativa;1863;1103;3137;LT 230 kV POSTO FISCAL /CURITIBA LESTE PR;1;8;2,1900000000;PRPFL;POSTO FISCAL;SUB POSTO FISCAL     PR;PR;PRCBL;CURITIBA LESTE;SUB CURITIBA LESTE PR;PR
2024-07-09;27591;4;Ativa;1864;3137;1154;LT 230 kV CURITIBA LESTE /UBERABA PR;1;8;2,1900000000;PRCBL;CURITIBA LESTE;SUB CURITIBA LESTE PR;PR;PRUBR;UBERABA;SUB UBERABA    PR;PR
2024-07-09;27594;4;Ativa;1865;1517;3131;LT 230 kV GUAIBA 2 /CAMAQUA 3 RS;1;0;123,5000000000;RSGUA2;GUAIBA 2;SUB GUAIBA 2    RS;RS;RSCAM3;CAMAQUA 3;SUB CAMAQUA 3 RS;RS
2024-07-09;27595;4;Ativa;1866;3131;1560;LT 230 kV CAMAQUA 3 /PELOTAS 3 RS;1;0;87,2500000000;RSCAM3;CAMAQUA 3;SUB CAMAQUA 3 RS;RS;RSPEL3;PELOTAS 3;SUB PELOTAS 3 RS;RS
2024-07-09;27598;4;Ativa;1867;3030;3111;LT 500 kV ZONA OESTE /NOVA IGUACU RJ;1;5;2,0000000000;RJSTZO;ZONA OESTE;SUB ZONA OESTE    RJ;RJ;RJSTNV;NOVA IGUACU;SUB NOVA IGUACU  RJ;RJ
2024-07-09;27599;4;Ativa;1868;3111;1330;LT 500 kV NOVA IGUACU /GRAJAU RJ;1;3;1,0000000000;RJSTNV;NOVA IGUACU;SUB NOVA IGUACU  RJ;RJ;RJSTGR;GRAJAU;SUB GRAJAU     RJ;RJ
2024-07-09;27647;4;Ativa;1874;84;3112;LT 230 kV P.AFONSO III /GARANHUNS II AL/PE;2;3;1,0000000000;BAPAF;P.AFONSO III;SUB PAULO AFONSO III    BA;AL;PEGRD;GARANHUNS II;SUB GARANHUNS  PE;PE
2024-07-09;27648;4;Ativa;1643;3112;916;LT 230 kV GARANHUNS II /ANGELIM PE;1;3;1,0000000000;PEGRD;GARANHUNS II;SUB GARANHUNS  PE;PE;PEAGL;ANGELIM;SUB ANGELIM    PE;PE
2024-07-09;27651;4;Ativa;1874;84;3112;LT 230 kV P.AFONSO III /GARANHUNS II AL/PE;3;3;1,0000000000;BAPAF;P.AFONSO III;SUB PAULO AFONSO III    BA;AL;PEGRD;GARANHUNS II;SUB GARANHUNS  PE;PE
2024-07-09;27652;4;Ativa;1643;3112;916;LT 230 kV GARANHUNS II /ANGELIM PE;2;3;1,0000000000;PEGRD;GARANHUNS II;SUB GARANHUNS  PE;PE;PEAGL;ANGELIM;SUB ANGELIM    PE;PE
2024-07-09;27655;4;Ativa;1874;84;3112;LT 230 kV P.AFONSO III /GARANHUNS II AL/PE;4;2;1,0000000000;BAPAF;P.AFONSO III;SUB PAULO AFONSO III    BA;AL;PEGRD;GARANHUNS II;SUB GARANHUNS  PE;PE
2024-07-09;27656;4;Ativa;1643;3112;916;LT 230 kV GARANHUNS II /ANGELIM PE;3;4;1,0000000000;PEGRD;GARANHUNS II;SUB GARANHUNS  PE;PE;PEAGL;ANGELIM;SUB ANGELIM    PE;PE
2024-07-09;27659;4;Ativa;1663;980;3112;LT 500 kV US. L.GONZAGA /GARANHUNS II PE;2;8;2,0000000000;PEULG;US. L.GONZAGA;USI LUIZ GONZAGA     PE;PE;PEGRD;GARANHUNS II;SUB GARANHUNS  PE;PE
2024-07-09;27660;4;Ativa;1875;3112;915;LT 500 kV GARANHUNS II /ANGELIM II PE;1;8;2,0000000000;PEGRD;GARANHUNS II;SUB GARANHUNS  PE;PE;PEAGD;ANGELIM II;SUB ANGELIM II    PE;PE
2024-07-09;27663;4;Ativa;1876;915;950;LT 500 kV ANGELIM II /PAU FERRO PE;1;176;83,0000000000;PEAGD;ANGELIM II;SUB ANGELIM II    PE;PE;PEPFE;PAU FERRO;SUB PAU FERRO     PE;PE
2024-07-09;27664;4;Ativa;1877;950;957;LT 500 kV PAU FERRO /RECIFE II PE;1;175;83,0000000000;PEPFE;PAU FERRO;SUB PAU FERRO     PE;PE;PERCD;RECIFE II;SUB RECIFE II     PE;PE
2024-07-09;27869;4;Desativada;1891;3147;3223;LT 500 kV GILBUES II /GENTIO DO OURO II PI/BA;1;676;343,0000000000;PIGBD;GILBUES II;SUB GILBUES II PI;PI;BAGOR;GENTIO DO OURO II;SE GENTIO DO OURO II BA;BA
2024-07-09;27954;4;Ativa;1685;3132;3133;LT 230 kV IGAPORA III /PINDAI II BA;2;121;50,0000000000;BAIGT;IGAPORA III;SUB IGAPORA III BA;BA;BAPND;PINDAI II;SUB PINDAI II BA;BA
2024-07-09;27955;4;Ativa;1908;3163;3225;LT 230 kV CAMPO GRANDE 2 /PARAISO 2 MS;2;;224,0000000000;MSCGR2;CAMPO GRANDE 2;SUB CAMPO GRANDE 2 MS;MS;MSPAS22;PARAISO 2;SUB PARAISO 2 MS;MS
2024-07-09;28115;4;Ativa;1910;2795;3235;LT 800 kV XINGU /TERMINAL RIO PA/RJ;1;4448;2539,0000000000;PAXIN;XINGU;SUB XINGU PA;PA;;TERMINAL RIO;SE TERMINAL RIO RJ;RJ
2024-07-09;28116;4;Ativa;1910;2795;3235;LT 800 kV XINGU /TERMINAL RIO PA/RJ;2;4448;2539,0000000000;PAXIN;XINGU;SUB XINGU PA;PA;;TERMINAL RIO;SE TERMINAL RIO RJ;RJ
2024-07-09;28123;4;Ativa;1912;3109;3150;LT 230 kV LAGOA NOVA II /ACU III RN;1;33;100,0000000000;RNLND;LAGOA NOVA II;SUB LAGOA NOVA II RN;RN;RNACT;ACU III;SUB ACU III RN;RN
2024-07-09;28124;4;Ativa;1717;3150;1395;LT 230 kV ACU III /ACU II RN;2;33;13,7000000000;RNACT;ACU III;SUB ACU III RN;RN;RNACD;ACU II;SUB ACU II     RN;RN
2024-07-09;28132;4;Ativa;1913;1327;3235;LT 500 kV ADRIANOPOLIS /TERMINAL RIO RJ;1;10;3,0000000000;RJSTAD;ADRIANOPOLIS;SUB ADRIANOPOLIS     RJ;RJ;;TERMINAL RIO;SE TERMINAL RIO RJ;RJ
2024-07-09;28133;4;Ativa;1914;3235;1336;LT 500 kV TERMINAL RIO /RESENDE RJ;1;11;89,0000000000;;TERMINAL RIO;SE TERMINAL RIO RJ;RJ;RJSTRS;RESENDE;SUB RESENDE    RJ;RJ
2024-07-09;28136;4;Ativa;1913;1327;3235;LT 500 kV ADRIANOPOLIS /TERMINAL RIO RJ;2;10;4,0000000000;RJSTAD;ADRIANOPOLIS;SUB ADRIANOPOLIS     RJ;RJ;;TERMINAL RIO;SE TERMINAL RIO RJ;RJ
2024-07-09;28137;4;Ativa;1915;3235;2533;LT 500 kV TERMINAL RIO /C. PAULISTA RJ/SP;1;9;3,0000000000;;TERMINAL RIO;SE TERMINAL RIO RJ;RJ;SPSTCH;C. PAULISTA;SUB CACHOEIRA  PAULISTA   SP;SP
2024-07-09;28174;4;Ativa;1911;3235;3111;LT 500 kV TERMINAL RIO /NOVA IGUACU RJ;1;86;33,0000000000;;TERMINAL RIO;SE TERMINAL RIO RJ;RJ;RJSTNV;NOVA IGUACU;SUB NOVA IGUACU  RJ;RJ
2024-07-09;28175;4;Ativa;1911;3235;3111;LT 500 kV TERMINAL RIO /NOVA IGUACU RJ;2;86;33,0000000000;;TERMINAL RIO;SE TERMINAL RIO RJ;RJ;RJSTNV;NOVA IGUACU;SUB NOVA IGUACU  RJ;RJ
2024-07-09;28206;4;Ativa;1916;718;3242;LT 500 kV MARIMBONDO /MORRO AGUDO MG/SP;1;1;133,0000000000;MGUSMR;MARIMBONDO;USI MARIMBONDO    MG;MG;SPMDO;MORRO AGUDO;SUB MORRO AGUDO SP;SP
2024-07-09;28207;4;Ativa;1917;3242;2435;LT 500 kV MORRO AGUDO /RIBEIRAO PRETO SP;1;1;108,0000000000;SPMDO;MORRO AGUDO;SUB MORRO AGUDO SP;SP;SPRPR;RIBEIRAO PRETO;SUB RIBEIRAO PRETO SP;SP
2024-07-09;28245;4;Ativa;1920;1589;1576;LT 230 kV SANTA MARIA 3 /SANTO ANGELO 2 RS;1;;158,0000000000;RSSMA3;SANTA MARIA 3;SUB SANTA MARIA 3    RS;RS;RSSAG2;SANTO ANGELO 2;SUB SANTO ANGELO 2 RS;RS
2024-07-09;28351;4;Ativa;1927;2917;253;LT 230 kV TRINDADE /FIRMINOPOLIS GO;1;197;83,0000000000;GOTRI;TRINDADE;SUB TRINDADE GO;GO;GOFIR;FIRMINOPOLIS;SUB FIRMINOPOLIS     GO;GO
2024-07-09;28358;4;Ativa;1928;3248;2736;LT 500 kV LAJEADO /MIRACEMA TO;2;62;30,0000000000;TOLAJ-5;LAJEADO;SE LAJEADO TO;TO;TOMC;MIRACEMA;SUB MIRACEMA    TO;TO
2024-07-09;28359;4;Ativa;1929;3248;3247;LT 230 kV LAJEADO /PALMAS TO;1;115;60,0000000000;TOLAJ-5;LAJEADO;SE LAJEADO TO;TO;TOPAL-2;PALMAS;SE PALMAS TO;TO
2024-07-09;28360;4;Ativa;1929;3248;3247;LT 230 kV LAJEADO /PALMAS TO;2;115;60,0000000000;TOLAJ-5;LAJEADO;SE LAJEADO TO;TO;TOPAL-2;PALMAS;SE PALMAS TO;TO
2024-07-09;28387;4;Ativa;1928;3248;2736;LT 500 kV LAJEADO /MIRACEMA TO;1;62;30,0000000000;TOLAJ-5;LAJEADO;SE LAJEADO TO;TO;TOMC;MIRACEMA;SUB MIRACEMA    TO;TO
2024-07-09;28526;4;Ativa;1473;820;800;LT 500 kV JAURU /CUIABA MT;2;718;355,0000000000;MTJU;JAURU;SUB JAURU    MT;MT;MTCB;CUIABA;SUB CUIABA     MT;MT
2024-07-09;28559;4;Ativa;1480;2859;2532;LT 500 kV ITATIBA /CAMPINAS SP;2;58;25,5000000000;SPSTTB;ITATIBA;SUB ITATIBA    SP;SP;SPSTCA;CAMPINAS;SUB CAMPINAS FURNAS    SP;SP
2024-07-09;28560;4;Ativa;1939;1448;3250;LT 230 kV ATLANTIDA 2 /TORRES 2 RS;1;224;63,0000000000;RSATL2;ATLANTIDA 2;SUB ATLANTIDA 2   RS;RS;RSTOR2;TORRES 2;SUB TORRES 2 RS;RS
2024-07-09;28561;4;Ativa;1940;3250;1688;LT 230 kV TORRES 2 /FORQUILHINHA RS/SC;1;149;70,0000000000;RSTOR2;TORRES 2;SUB TORRES 2 RS;RS;SCFHA;FORQUILHINHA;SUB FORQUILHINHA     SC;SC
2024-07-09;28595;4;Ativa;1942;1702;3251;LT 230 kV J.LACERDA-B /TUBARAO SUL SC;1;15;5,3200000000;SCJLB;J.LACERDA-B;SUB JORGE LACERDA-B    SC;SC;SCTSU;TUBARAO SUL;SUB TUBARAO SUL SC;SC
